Neuron 1,Neuron 2,Type,Nbr
ADAR,ADAL,EJ,1.0
ADFL,ADAL,EJ,1.0
ASHL,ADAL,EJ,1.0
AVDR,ADAL,EJ,2.0
PVQL,ADAL,EJ,1.0
ADEL,ADAL,Sp,1.0
ADFL,ADAL,Sp,1.0
AIAL,ADAL,Sp,1.0
AIBL,ADAL,R,1.0
AIBR,ADAL,Rp,2.0
ASHL,ADAL,Sp,1.0
AVAR,ADAL,Rp,2.0
AVBL,ADAL,Rp,4.0
AVBR,ADAL,R,2.0
AVBR,ADAL,Rp,5.0
AVDL,ADAL,Rp,1.0
AVEL,ADAL,Rp,1.0
AVJR,ADAL,Rp,5.0
AWAL,ADAL,S,1.0
FLPR,ADAL,Rp,1.0
PVPL,ADAL,Sp,1.0
PVR,ADAL,Sp,1.0
RICL,ADAL,R,1.0
RICL,ADAL,Rp,1.0
RICR,ADAL,Rp,1.0
RIML,ADAL,Rp,3.0
RIPL,ADAL,Rp,1.0
RMGL,ADAL,Sp,1.0
SMDVR,ADAL,R,2.0
ADAL,ADAR,EJ,1.0
ADFR,ADAR,EJ,1.0
ASHR,ADAR,EJ,1.0
AVDL,ADAR,EJ,2.0
PVQR,ADAR,EJ,1.0
ADER,ADAR,Sp,1.0
ADFR,ADAR,Sp,1.0
AIAR,ADAR,Sp,1.0
AIBL,ADAR,Rp,1.0
AIBR,ADAR,Rp,1.0
ASHR,ADAR,Sp,2.0
AVAL,ADAR,Rp,1.0
AVBL,ADAR,R,1.0
AVBL,ADAR,Rp,1.0
AVBR,ADAR,Rp,5.0
AVEL,ADAR,Rp,1.0
AVJL,ADAR,R,1.0
AVJL,ADAR,Rp,2.0
RICL,ADAR,Rp,1.0
RICL,ADAR,Sp,1.0
RICR,ADAR,Sp,1.0
RIMR,ADAR,Rp,5.0
RIMR,ADAR,Sp,1.0
RIPR,ADAR,Rp,1.0
RIVR,ADAR,Rp,1.0
RMGR,ADAR,Sp,1.0
SMDVL,ADAR,R,2.0
URBR,ADAR,Sp,1.0
ADAL,ADEL,Rp,1.0
AINL,ADEL,EJ,1.0
AVKR,ADEL,EJ,1.0
ADER,ADEL,Rp,1.0
ADER,ADEL,Sp,2.0
ALA,ADEL,Sp,1.0
AVAL,ADEL,Rp,2.0
AVAR,ADEL,Rp,3.0
AVEL,ADEL,Rp,1.0
AVL,ADEL,R,1.0
BDUL,ADEL,Rp,1.0
BDUL,ADEL,S,3.0
CEPDL,ADEL,R,1.0
FLPL,ADEL,R,1.0
FLPL,ADEL,Rp,1.0
FLPL,ADEL,Sp,2.0
IL1L,ADEL,Rp,1.0
IL2L,ADEL,R,1.0
IL2L,ADEL,Rp,1.0
IL2L,ADEL,Sp,2.0
OLLL,ADEL,R,1.0
OLLL,ADEL,Rp,1.0
RIAL,ADEL,Rp,1.0
RIFL,ADEL,Rp,1.0
RIGL,ADEL,R,2.0
RIGL,ADEL,Rp,3.0
RIGR,ADEL,R,3.0
RIGR,ADEL,Rp,3.0
RIH,ADEL,Rp,2.0
RIVL,ADEL,Rp,1.0
RIVR,ADEL,Rp,1.0
RMDL,ADEL,R,2.0
RMDL,ADEL,Rp,2.0
RMGL,ADEL,R,1.0
RMHL,ADEL,Rp,1.0
SIADR,ADEL,Rp,1.0
SIBDR,ADEL,Rp,1.0
SMBDR,ADEL,Rp,1.0
URBL,ADEL,Rp,1.0
ADAR,ADER,Rp,1.0
ADEL,ADER,Rp,2.0
ADEL,ADER,Sp,1.0
AVKL,ADER,EJ,1.0
ALA,ADER,Rp,1.0
ALNR,ADER,S,1.0
AVAL,ADER,R,1.0
AVAL,ADER,Rp,4.0
AVAR,ADER,Rp,1.0
AVAR,ADER,Sp,1.0
AVDR,ADER,Rp,2.0
AVER,ADER,R,1.0
AVJR,ADER,Rp,1.0
AVKL,ADER,R,1.0
AVKL,ADER,Rp,1.0
AVKR,ADER,Rp,1.0
AVM,ADER,S,1.0
AVM,ADER,Sp,1.0
BDUR,ADER,S,1.0
CEPDR,ADER,R,1.0
FLPL,ADER,Rp,1.0
FLPL,ADER,Sp,2.0
FLPR,ADER,Rp,1.0
FLPR,ADER,S,1.0
FLPR,ADER,Sp,1.0
IL2R,ADER,S,1.0
IL2R,ADER,Sp,1.0
OLLR,ADER,Rp,2.0
PVR,ADER,Rp,1.0
RIGL,ADER,R,4.0
RIGL,ADER,Rp,3.0
RIGR,ADER,Rp,4.0
RIH,ADER,Rp,1.0
RMDR,ADER,Rp,2.0
SAAVR,ADER,R,1.0
ADAL,ADFL,Rp,1.0
ADAL,ADFL,EJ,1.0
AIZL,ADFL,R,5.0
AIZL,ADFL,Rp,7.0
ASHL,ADFL,Sp,3.0
AUAL,ADFL,R,1.0
AUAL,ADFL,Rp,4.0
AWBL,ADFL,S,1.0
AWBL,ADFL,Sp,8.0
OLQVL,ADFL,Rp,1.0
RIAL,ADFL,R,3.0
RIAL,ADFL,Rp,12.0
RIGL,ADFL,Rp,1.0
RIR,ADFL,Rp,2.0
SMBVL,ADFL,Rp,2.0
ADAR,ADFR,Rp,1.0
ADAR,ADFR,EJ,1.0
AIAR,ADFR,EJ,1.0
AIYR,ADFR,Rp,1.0
AIYR,ADFR,Sp,1.0
AIZR,ADFR,R,3.0
AIZR,ADFR,Rp,5.0
ASEL,ADFR,S,1.0
ASHR,ADFR,Rp,1.0
ASHR,ADFR,Sp,2.0
AUAR,ADFR,Rp,4.0
AVHL,ADFR,Sp,3.0
AWAR,ADFR,Sp,3.0
AWBR,ADFR,R,1.0
AWBR,ADFR,S,1.0
AWBR,ADFR,Sp,3.0
PVPR,ADFR,Rp,1.0
PVPR,ADFR,Sp,1.0
RIAR,ADFR,R,1.0
RIAR,ADFR,Rp,15.0
RIGR,ADFR,R,1.0
RIGR,ADFR,Rp,2.0
RIH,ADFR,Sp,1.0
RIR,ADFR,Rp,3.0
SMBDR,ADFR,Rp,1.0
SMBVR,ADFR,Rp,2.0
URXR,ADFR,R,1.0
ADLR,ADLL,EJ,1.0
AVDR,ADLL,EJ,1.0
OLQVL,ADLL,EJ,1.0
RMGL,ADLL,EJ,1.0
AIAL,ADLL,R,2.0
AIAL,ADLL,Rp,4.0
AIBL,ADLL,R,2.0
AIBL,ADLL,Rp,5.0
AIBR,ADLL,Rp,1.0
ALA,ADLL,R,2.0
ASER,ADLL,R,1.0
ASER,ADLL,Rp,2.0
ASHL,ADLL,Rp,2.0
AVAL,ADLL,Rp,2.0
AVAR,ADLL,Rp,3.0
AVBL,ADLL,R,2.0
AVBL,ADLL,Rp,2.0
AVDL,ADLL,Rp,1.0
AVDR,ADLL,Rp,4.0
AVHR,ADLL,Sp,1.0
AVJL,ADLL,Rp,1.0
AVJR,ADLL,Rp,3.0
AWBL,ADLL,R,2.0
CEPVL,ADLL,Sp,1.0
OLQVL,ADLL,Rp,1.0
RIPL,ADLL,Rp,1.0
SDQR,ADLL,Sp,1.0
ADLL,ADLR,EJ,1.0
AIAR,ADLR,R,2.0
AIAR,ADLR,Rp,8.0
AIAR,ADLR,Sp,2.0
AIBR,ADLR,Rp,10.0
ASER,ADLR,R,1.0
ASHR,ADLR,R,1.0
ASHR,ADLR,Rp,2.0
AVAR,ADLR,Rp,2.0
AVBL,ADLR,R,1.0
AVBR,ADLR,R,2.0
AVDL,ADLR,R,1.0
AVDL,ADLR,Rp,4.0
AVDR,ADLR,Rp,2.0
AVHR,ADLR,Sp,2.0
AVJR,ADLR,R,1.0
AVJR,ADLR,Rp,1.0
AWCR,ADLR,Rp,3.0
OLLR,ADLR,Rp,1.0
PVCL,ADLR,R,1.0
PVCL,ADLR,Rp,1.0
RICL,ADLR,Rp,1.0
RICR,ADLR,Rp,1.0
AFDR,AFDL,EJ,1.0
AIBL,AFDL,EJ,1.0
AINR,AFDL,R,1.0
AINR,AFDL,S,3.0
AINR,AFDL,Sp,1.0
AIYL,AFDL,R,7.0
ASER,AFDL,S,1.0
ASER,AFDL,Sp,1.0
AWAL,AFDL,S,1.0
AWAL,AFDL,Sp,4.0
AFDL,AFDR,EJ,1.0
AIBR,AFDR,EJ,1.0
AINL,AFDR,S,2.0
AINL,AFDR,Sp,3.0
AINR,AFDR,Sp,1.0
AIYR,AFDR,R,12.0
AIYR,AFDR,Rp,1.0
ASER,AFDR,Rp,1.0
ASER,AFDR,Sp,2.0
AWAR,AFDR,S,1.0
AWAR,AFDR,Sp,6.0
RIR,AFDR,Sp,1.0
ADAL,AIAL,Rp,1.0
ADLL,AIAL,S,2.0
ADLL,AIAL,Sp,4.0
AIAR,AIAL,EJ,1.0
ASIL,AIAL,EJ,2.0
AWAL,AIAL,EJ,1.0
AIBL,AIAL,R,3.0
AIBL,AIAL,Rp,7.0
AIML,AIAL,Rp,2.0
AIML,AIAL,S,1.0
AIML,AIAL,Sp,4.0
AINR,AIAL,Sp,2.0
AIZL,AIAL,Rp,1.0
AIZL,AIAL,Sp,3.0
ASEL,AIAL,Sp,3.0
ASER,AIAL,R,1.0
ASER,AIAL,Rp,2.0
ASER,AIAL,S,1.0
ASER,AIAL,Sp,1.0
ASGL,AIAL,Rp,1.0
ASGL,AIAL,S,6.0
ASGL,AIAL,Sp,3.0
ASHL,AIAL,Rp,1.0
ASHL,AIAL,S,5.0
ASHL,AIAL,Sp,2.0
ASIR,AIAL,Sp,1.0
ASKL,AIAL,R,2.0
ASKL,AIAL,Rp,1.0
ASKL,AIAL,S,7.0
ASKL,AIAL,Sp,4.0
AWCL,AIAL,S,2.0
AWCR,AIAL,Rp,1.0
HSNL,AIAL,R,1.0
HSNL,AIAL,Sp,1.0
PVQL,AIAL,S,3.0
PVQL,AIAL,Sp,3.0
RIFL,AIAL,Rp,1.0
RMGL,AIAL,R,1.0
ADAR,AIAR,Rp,1.0
ADLR,AIAR,Rp,2.0
ADLR,AIAR,S,2.0
ADLR,AIAR,Sp,8.0
ADFR,AIAR,EJ,1.0
AIAL,AIAR,EJ,1.0
ASIR,AIAR,EJ,2.0
AWAR,AIAR,EJ,1.0
AIBR,AIAR,R,6.0
AIBR,AIAR,Rp,8.0
AIMR,AIAR,Sp,5.0
AIZR,AIAR,Rp,1.0
AIZR,AIAR,Sp,1.0
ASER,AIAR,Rp,1.0
ASER,AIAR,S,1.0
ASER,AIAR,Sp,2.0
ASGR,AIAR,R,1.0
ASGR,AIAR,Rp,1.0
ASGR,AIAR,S,8.0
ASGR,AIAR,Sp,2.0
ASHR,AIAR,S,6.0
ASHR,AIAR,Sp,4.0
ASIR,AIAR,S,1.0
ASIR,AIAR,Sp,2.0
ASKR,AIAR,S,8.0
ASKR,AIAR,Sp,3.0
AWAR,AIAR,Rp,1.0
AWCL,AIAR,Rp,1.0
AWCL,AIAR,S,3.0
AWCL,AIAR,Sp,1.0
AWCR,AIAR,R,1.0
AWCR,AIAR,Rp,2.0
AWCR,AIAR,S,1.0
AWCR,AIAR,Sp,1.0
PVQR,AIAR,S,3.0
PVQR,AIAR,Sp,4.0
RIFR,AIAR,Rp,2.0
ADAL,AIBL,S,1.0
ADAR,AIBL,Sp,1.0
ADLL,AIBL,S,2.0
ADLL,AIBL,Sp,5.0
AIAL,AIBL,S,3.0
AIAL,AIBL,Sp,7.0
AFDL,AIBL,EJ,1.0
DVC,AIBL,EJ,1.0
PVT,AIBL,EJ,1.0
RIGR,AIBL,EJ,3.0
RIMR,AIBL,EJ,1.0
RIVL,AIBL,EJ,1.0
AINR,AIBL,Sp,2.0
AIYL,AIBL,Rp,1.0
AIZL,AIBL,S,2.0
AIZL,AIBL,Sp,2.0
AIZR,AIBL,S,1.0
AIZR,AIBL,Sp,7.0
ASEL,AIBL,S,1.0
ASEL,AIBL,Sp,6.0
ASER,AIBL,Rp,1.0
ASER,AIBL,Sp,2.0
ASGL,AIBL,Sp,3.0
ASHL,AIBL,S,2.0
ASHL,AIBL,Sp,3.0
ASIL,AIBL,S,1.0
ASKL,AIBL,Sp,2.0
AVAL,AIBL,Rp,2.0
AVBL,AIBL,R,1.0
AVBL,AIBL,Rp,4.0
AWCL,AIBL,S,1.0
AWCL,AIBL,Sp,1.0
BAGL,AIBL,Sp,1.0
DVC,AIBL,Sp,1.0
FLPL,AIBL,Rp,1.0
FLPL,AIBL,S,1.0
FLPL,AIBL,Sp,1.0
HSNR,AIBL,Sp,1.0
PVT,AIBL,Sp,2.0
RIBR,AIBL,R,1.0
RIBR,AIBL,Rp,3.0
RIBR,AIBL,S,1.0
RIBR,AIBL,Sp,1.0
RIFL,AIBL,Rp,1.0
RIGR,AIBL,Rp,1.0
RIML,AIBL,Rp,2.0
RIMR,AIBL,R,1.0
RIMR,AIBL,Rp,12.0
RIMR,AIBL,Sp,4.0
SAADL,AIBL,Rp,2.0
SAADL,AIBL,Sp,1.0
SAADR,AIBL,Rp,2.0
SAAVL,AIBL,Sp,1.0
SDQR,AIBL,Sp,2.0
SMDDR,AIBL,Rp,4.0
ADAL,AIBR,Sp,2.0
ADAR,AIBR,Sp,1.0
ADLL,AIBR,Sp,1.0
ADLR,AIBR,Sp,10.0
AIAR,AIBR,S,6.0
AIAR,AIBR,Sp,8.0
AFDR,AIBR,EJ,1.0
DB01,AIBR,EJ,1.0
DVC,AIBR,EJ,2.0
PVT,AIBR,EJ,1.0
RIGL,AIBR,EJ,3.0
RIML,AIBR,EJ,1.0
RIS,AIBR,EJ,1.0
RIVR,AIBR,EJ,1.0
AIZL,AIBR,S,2.0
AIZL,AIBR,Sp,6.0
AIZR,AIBR,Sp,1.0
ASEL,AIBR,S,2.0
ASEL,AIBR,Sp,2.0
ASER,AIBR,S,1.0
ASER,AIBR,Sp,9.0
ASGR,AIBR,Sp,2.0
ASHR,AIBR,S,1.0
ASHR,AIBR,Sp,2.0
ASIR,AIBR,Sp,1.0
AVAR,AIBR,Rp,1.0
AVBR,AIBR,Rp,3.0
AVEL,AIBR,Rp,1.0
AWBL,AIBR,Sp,1.0
AWCL,AIBR,Sp,1.0
AWCR,AIBR,Sp,4.0
DVC,AIBR,Sp,3.0
FLPL,AIBR,Sp,2.0
FLPR,AIBR,Sp,1.0
HSNR,AIBR,Sp,1.0
PVT,AIBR,Sp,4.0
RIAL,AIBR,Rp,1.0
RIBL,AIBR,Rp,4.0
RIBL,AIBR,Sp,2.0
RIML,AIBR,R,4.0
RIML,AIBR,Rp,12.0
RIMR,AIBR,Rp,1.0
RMGL,AIBR,S,1.0
SAADL,AIBR,Rp,1.0
SAADR,AIBR,S,1.0
SDQL,AIBR,Sp,1.0
SMDDL,AIBR,R,1.0
SMDDL,AIBR,Rp,2.0
SMDVL,AIBR,Rp,1.0
VB01,AIBR,Rp,3.0
VB01,AIBR,Sp,1.0
AIAL,AIML,R,1.0
AIAL,AIML,Rp,4.0
AIAL,AIML,Sp,2.0
SIBDR,AIML,EJ,1.0
ALML,AIML,Rp,1.0
ASGL,AIML,Rp,2.0
ASKL,AIML,Rp,2.0
ASKL,AIML,Sp,2.0
AVBR,AIML,Rp,2.0
AVDL,AIML,Rp,1.0
AVDR,AIML,Rp,1.0
AVER,AIML,Rp,1.0
AVFL,AIML,R,1.0
AVFL,AIML,Rp,3.0
AVFR,AIML,Rp,1.0
AVHL,AIML,Rp,2.0
AVHR,AIML,Rp,1.0
AVJL,AIML,Rp,1.0
PVQL,AIML,R,1.0
RIFL,AIML,Rp,1.0
SMBVL,AIML,R,1.0
AIAR,AIMR,Rp,5.0
ASGR,AIMR,Rp,2.0
ASJR,AIMR,Rp,2.0
ASKR,AIMR,Rp,3.0
ASKR,AIMR,Sp,1.0
AVDR,AIMR,Rp,1.0
AVFL,AIMR,R,1.0
AVFL,AIMR,Rp,1.0
AVFR,AIMR,R,1.0
AVFR,AIMR,Rp,1.0
HSNL,AIMR,Rp,1.0
HSNR,AIMR,Rp,2.0
OLQDR,AIMR,Rp,1.0
PVNR,AIMR,Rp,1.0
RIFR,AIMR,Rp,1.0
RMGR,AIMR,R,1.0
RMGR,AIMR,Rp,1.0
RMGR,AIMR,Sp,1.0
AFDR,AINL,R,2.0
AFDR,AINL,Rp,3.0
ADEL,AINL,EJ,1.0
AINR,AINL,EJ,2.0
ASGR,AINL,EJ,1.0
AUAR,AINL,EJ,1.0
ASEL,AINL,R,1.0
ASEL,AINL,Rp,2.0
ASGR,AINL,R,1.0
AUAR,AINL,Rp,1.0
BAGL,AINL,Rp,3.0
RIBL,AINL,R,1.0
RIBR,AINL,Rp,2.0
AFDL,AINR,R,3.0
AFDL,AINR,Rp,1.0
AFDL,AINR,S,1.0
AFDR,AINR,Rp,1.0
AIAL,AINR,Rp,2.0
AIBL,AINR,Rp,2.0
AINL,AINR,EJ,2.0
ASGL,AINR,EJ,1.0
AUAL,AINR,EJ,1.0
ASEL,AINR,Rp,1.0
ASER,AINR,R,1.0
ASER,AINR,Rp,1.0
ASGL,AINR,Sp,1.0
AUAR,AINR,Rp,1.0
BAGR,AINR,Rp,3.0
RIBL,AINR,Rp,2.0
RID,AINR,Rp,1.0
AFDL,AIYL,S,7.0
AIBL,AIYL,Sp,1.0
AIYR,AIYL,EJ,1.0
RIML,AIYL,EJ,1.0
AIZL,AIYL,R,3.0
AIZL,AIYL,Rp,10.0
ASEL,AIYL,S,8.0
ASEL,AIYL,Sp,5.0
ASER,AIYL,S,2.0
ASER,AIYL,Sp,2.0
ASIL,AIYL,Sp,2.0
AWAL,AIYL,Rp,3.0
AWAL,AIYL,Sp,1.0
AWCL,AIYL,Rp,1.0
AWCL,AIYL,S,7.0
AWCL,AIYL,Sp,3.0
AWCR,AIYL,Rp,1.0
AWCR,AIYL,S,1.0
AWCR,AIYL,Sp,3.0
BAGR,AIYL,Sp,1.0
HSNR,AIYL,Rp,1.0
RIAL,AIYL,R,1.0
RIAL,AIYL,Rp,6.0
RIBL,AIYL,Rp,4.0
ADFR,AIYR,Rp,1.0
ADFR,AIYR,Sp,1.0
AFDR,AIYR,S,12.0
AFDR,AIYR,Sp,1.0
AIYL,AIYR,EJ,1.0
RIMR,AIYR,EJ,1.0
AIZR,AIYR,Rp,8.0
ASEL,AIYR,S,5.0
ASEL,AIYR,Sp,1.0
ASER,AIYR,S,4.0
ASER,AIYR,Sp,10.0
ASGR,AIYR,S,1.0
AUAR,AIYR,Sp,1.0
AWAR,AIYR,Rp,1.0
AWAR,AIYR,Sp,2.0
AWCR,AIYR,S,3.0
AWCR,AIYR,Sp,6.0
HSNL,AIYR,Rp,1.0
RIAR,AIYR,Rp,6.0
RIBR,AIYR,Rp,2.0
ADFL,AIZL,S,5.0
ADFL,AIZL,Sp,7.0
AIAL,AIZL,Rp,3.0
AIAL,AIZL,Sp,1.0
AIBL,AIZL,R,2.0
AIBL,AIZL,Rp,2.0
AIBR,AIZL,R,2.0
AIBR,AIZL,Rp,6.0
AIYL,AIZL,S,3.0
AIYL,AIZL,Sp,10.0
AIZR,AIZL,EJ,2.0
ASGL,AIZL,EJ,1.0
ASHL,AIZL,EJ,1.0
ASEL,AIZL,Rp,1.0
ASIL,AIZL,Sp,1.0
AVER,AIZL,Rp,5.0
AWAL,AIZL,S,3.0
AWAL,AIZL,Sp,7.0
AWBL,AIZL,S,3.0
AWBL,AIZL,Sp,6.0
DVA,AIZL,R,1.0
DVA,AIZL,Sp,3.0
HSNL,AIZL,Sp,2.0
HSNR,AIZL,Sp,1.0
RIAL,AIZL,R,3.0
RIAL,AIZL,Rp,5.0
RIGL,AIZL,R,1.0
RIH,AIZL,Sp,4.0
RIML,AIZL,Rp,4.0
RIR,AIZL,S,3.0
RIR,AIZL,Sp,3.0
SMBDL,AIZL,R,1.0
SMBDL,AIZL,Rp,8.0
SMBVL,AIZL,Rp,7.0
VB02,AIZL,Rp,1.0
ADFR,AIZR,S,3.0
ADFR,AIZR,Sp,5.0
AIAR,AIZR,Rp,1.0
AIAR,AIZR,Sp,1.0
AIBL,AIZR,R,1.0
AIBL,AIZR,Rp,7.0
AIBR,AIZR,Rp,1.0
AIYR,AIZR,Sp,8.0
AIZL,AIZR,EJ,2.0
ASGR,AIZR,EJ,1.0
ASHR,AIZR,EJ,1.0
AWAR,AIZR,EJ,1.0
AVEL,AIZR,Rp,4.0
AVER,AIZR,R,1.0
AVER,AIZR,Rp,1.0
AWAR,AIZR,S,2.0
AWAR,AIZR,Sp,5.0
AWBR,AIZR,S,1.0
AWBR,AIZR,Sp,3.0
DVA,AIZR,R,1.0
DVA,AIZR,Rp,1.0
HSNL,AIZR,Sp,1.0
HSNR,AIZR,Sp,1.0
RIAR,AIZR,R,4.0
RIAR,AIZR,Rp,3.0
RIBR,AIZR,S,1.0
RIGL,AIZR,Sp,1.0
RIH,AIZR,Sp,4.0
RIMR,AIZR,R,1.0
RIMR,AIZR,Rp,3.0
RIR,AIZR,S,4.0
RIR,AIZR,Sp,1.0
SMBDR,AIZR,Rp,5.0
SMBVR,AIZR,Rp,3.0
SMDDR,AIZR,Rp,1.0
ADEL,ALA,Rp,1.0
ADER,ALA,Sp,1.0
ADLL,ALA,S,2.0
RID,ALA,EJ,1.0
AVAL,ALA,Rp,1.0
AVEL,ALA,Rp,2.0
AVER,ALA,R,1.0
AVER,ALA,Rp,1.0
RMDR,ALA,Rp,1.0
AIML,ALML,Sp,1.0
AVM,ALML,EJ,1.0
PVR,ALML,EJ,1.0
AVDR,ALML,Rp,1.0
AVEL,ALML,Rp,1.0
BDUL,ALML,R,5.0
BDUL,ALML,Rp,1.0
CEPDL,ALML,R,3.0
CEPVL,ALML,Rp,2.0
PVCL,ALML,R,2.0
PVCL,ALML,Rp,2.0
PVCR,ALML,R,1.0
PVCR,ALML,Rp,1.0
RIFL,ALML,Sp,2.0
RMDDR,ALML,R,1.0
RMGL,ALML,Rp,1.0
RMGL,ALML,Sp,1.0
SDQL,ALML,Rp,1.0
SDQL,ALML,Sp,1.0
AVM,ALMR,EJ,1.0
BDUR,ALMR,R,5.0
BDUR,ALMR,Sp,1.0
CEPDR,ALMR,R,1.0
CEPVR,ALMR,R,1.0
PVCR,ALMR,R,3.0
RMDDL,ALMR,Rp,1.0
SIADL,ALMR,Rp,1.0
SMBDR,ALNL,EJ,1.0
RIGL,ALNL,Sp,1.0
RMGL,ALNL,Sp,1.0
SAAVL,ALNL,Rp,3.0
SAAVL,ALNL,Sp,1.0
SMBDR,ALNL,Rp,2.0
SMDVL,ALNL,Rp,1.0
ADER,ALNR,R,1.0
RIGR,ALNR,Sp,1.0
RMGR,ALNR,Sp,1.0
RMHR,ALNR,Rp,1.0
SAAVR,ALNR,Rp,2.0
SMBDL,ALNR,Rp,2.0
SMDDR,ALNR,Rp,1.0
SMDVL,ALNR,R,1.0
AVBL,AQR,EJ,1.0
AVKL,AQR,EJ,2.0
AVKR,AQR,EJ,1.0
PVPL,AQR,EJ,7.0
PVPR,AQR,EJ,9.0
RIGL,AQR,EJ,2.0
RIGR,AQR,EJ,1.0
AVAL,AQR,R,1.0
AVAL,AQR,Rp,1.0
AVAR,AQR,R,1.0
AVAR,AQR,Rp,2.0
AVBL,AQR,R,1.0
AVBL,AQR,Rp,2.0
AVBR,AQR,Rp,4.0
AVDL,AQR,Rp,1.0
AVDR,AQR,Rp,1.0
AVHR,AQR,Sp,2.0
AVJL,AQR,Rp,1.0
BAGL,AQR,Rp,2.0
BAGR,AQR,Rp,2.0
DVA,AQR,S,1.0
DVA,AQR,Sp,3.0
PVCR,AQR,Rp,2.0
PVCR,AQR,Sp,1.0
PVPL,AQR,Rp,1.0
PVPL,AQR,Sp,1.0
PVPR,AQR,Sp,2.0
RIAL,AQR,R,1.0
RIAL,AQR,Rp,2.0
RIAR,AQR,R,1.0
RIAR,AQR,Rp,1.0
URXL,AQR,Rp,1.0
AVAL,AS01,EJ,3.0
AVAR,AS01,EJ,2.0
VA03,AS01,EJ,1.0
VD02,AS01,EJ,1.0
AVAR,AS01,S,1.0
AVBR,AS01,S,1.0
AVDL,AS01,S,1.0
AVEL,AS01,Sp,1.0
AVER,AS01,S,1.0
AVER,AS01,Sp,2.0
DA01,AS01,Rp,2.0
DB01,AS01,S,1.0
PVCL,AS01,S,1.0
VD01,AS01,R,1.0
VD01,AS01,Rp,4.0
DA02,AS02,EJ,1.0
VA04,AS02,EJ,2.0
AVAL,AS02,S,1.0
AVAR,AS02,S,2.0
AVER,AS02,Sp,2.0
DB01,AS02,Rp,1.0
DB01,AS02,S,1.0
DD01,AS02,Rp,1.0
PVCR,AS02,S,1.0
RID,AS02,Sp,1.0
VD02,AS02,R,4.0
VD02,AS02,Rp,6.0
AVAL,AS03,EJ,2.0
AVAR,AS03,EJ,1.0
DA02,AS03,EJ,1.0
VA05,AS03,EJ,2.0
AVAL,AS03,S,1.0
AVAR,AS03,S,1.0
AVBL,AS03,S,1.0
AVBR,AS03,S,1.0
AVER,AS03,S,1.0
DA03,AS03,Rp,1.0
DB01,AS03,S,1.0
DD01,AS03,Rp,1.0
VD02,AS03,Rp,1.0
VD03,AS03,R,1.0
VD03,AS03,Rp,14.0
DA03,AS04,EJ,1.0
AS05,AS04,R,1.0
AVAL,AS04,S,1.0
AVAR,AS04,S,1.0
AVBL,AS04,S,1.0
AVBR,AS04,S,1.0
AVDL,AS04,Sp,1.0
DA03,AS04,S,1.0
DB03,AS04,S,1.0
VD04,AS04,R,3.0
VD04,AS04,Rp,8.0
AS04,AS05,S,1.0
AVAL,AS05,EJ,1.0
AVAR,AS05,EJ,1.0
VA07,AS05,EJ,1.0
AVAL,AS05,S,3.0
AVAR,AS05,S,1.0
AVBL,AS05,S,1.0
AVBR,AS05,S,1.0
AVDL,AS05,S,1.0
AVDR,AS05,S,1.0
DB03,AS05,S,1.0
DD02,AS05,Rp,1.0
HSNR,AS05,S,1.0
VD05,AS05,R,3.0
VD05,AS05,Rp,6.0
AVAL,AS06,EJ,1.0
AVAR,AS06,EJ,1.0
AVBR,AS06,EJ,1.0
DA05,AS06,EJ,2.0
VA08,AS06,EJ,1.0
AVAR,AS06,S,2.0
AVBL,AS06,S,1.0
AVBR,AS06,S,1.0
PLMR,AS06,Sp,1.0
PVR,AS06,S,1.0
VD06,AS06,R,3.0
VD06,AS06,Rp,10.0
AVAL,AS07,EJ,6.0
AVAR,AS07,EJ,5.0
AVBL,AS07,EJ,2.0
AVBR,AS07,EJ,2.0
AVAL,AS07,S,8.0
AVAR,AS07,S,3.0
AVBR,AS07,S,1.0
AVAL,AS08,EJ,4.0
AVAR,AS08,EJ,3.0
AVAL,AS08,S,5.0
AVAR,AS08,S,6.0
AVAL,AS09,EJ,4.0
AVAR,AS09,EJ,1.0
DVB,AS09,EJ,7.0
AVAL,AS09,S,8.0
AVAR,AS09,Rp,1.0
AVAR,AS09,S,5.0
AVBL,AS09,S,1.0
AVAL,AS10,EJ,1.0
AVAR,AS10,EJ,1.0
AVAL,AS10,Sp,2.0
AVAR,AS10,Sp,1.0
AVBL,AS10,S,1.0
AVBR,AS10,S,1.0
AVDL,AS10,Sp,1.0
AVDR,AS10,S,1.0
PDB,AS11,EJ,2.0
AVAL,AS11,Sp,4.0
AVAR,AS11,Sp,6.0
AVDL,AS11,Sp,2.0
PDA,AS11,R,1.0
PDA,AS11,Sp,1.0
PDB,AS11,R,1.0
VA12,AS11,S,2.0
VD13,AS11,Rp,2.0
ADFR,ASEL,R,1.0
AIAL,ASEL,Rp,3.0
AIBL,ASEL,R,1.0
AIBL,ASEL,Rp,6.0
AIBR,ASEL,R,2.0
AIBR,ASEL,Rp,2.0
AINL,ASEL,S,1.0
AINL,ASEL,Sp,2.0
AINR,ASEL,Sp,1.0
AIYL,ASEL,R,8.0
AIYL,ASEL,Rp,5.0
AIYR,ASEL,R,5.0
AIYR,ASEL,Rp,1.0
AIZL,ASEL,Sp,1.0
ASIR,ASEL,S,2.0
AWAL,ASEL,Sp,4.0
AWAR,ASEL,Sp,1.0
